Cancer,Articles,Country
Leukemia,987,Germany
Liver cancer,108,Germany
Lung cancer,108,Germany
Mesothelioma,23,Germany
Mouth cancer,0,Germany
Multiple myeloma,201,Germany
Non-Hodgkin lymphoma,145,Germany
Other cancer,0,Germany
Ovarian cancer,221,Germany
Pancreatic cancer,187,Germany
Penile cancer,4,Germany
Prostate cancer,318,Germany
Rectal cancer,169,Germany
Salivary gland cancer,0,Germany
Skin cancer,352,Germany
Stomach cancer,21,Germany
Testicular cancer,36,Germany
Throat cancer,0,Germany
Thyroid cancer,38,Germany
Undetermined cancer,0,Germany
Uterine cancer,26,Germany
Vaginal cancer,2,Germany
Vulvar cancer,2,Germany
Anal cancer,0,Solomon Islands
Bladder cancer,0,Solomon Islands
Brain cancer,0,Solomon Islands
Breast cancer,0,Solomon Islands
Cervical cancer,0,Solomon Islands
Colon cancer,0,Solomon Islands
Colorectal cancer,0,Solomon Islands
Esophageal cancer,0,Solomon Islands
Gallbladder cancer,0,Solomon Islands
Hodgkin lymphoma,0,Solomon Islands
Kaposi sarcoma,0,Solomon Islands
Kidney cancer,0,Solomon Islands
Laryngeal cancer,0,Solomon Islands
Leukemia,0,Solomon Islands
Liver cancer,0,Solomon Islands
Lung cancer,0,Solomon Islands
Mesothelioma,0,Solomon Islands
Mouth cancer,0,Solomon Islands
Multiple myeloma,0,Solomon Islands
Non-Hodgkin lymphoma,0,Solomon Islands
Other cancer,0,Solomon Islands
Ovarian cancer,0,Solomon Islands
Pancreatic cancer,0,Solomon Islands
Penile cancer,0,Solomon Islands
Prostate cancer,0,Solomon Islands
Rectal cancer,0,Solomon Islands
Salivary gland cancer,0,Solomon Islands
Skin cancer,0,Solomon Islands
Stomach cancer,0,Solomon Islands
Testicular cancer,0,Solomon Islands
Throat cancer,0,Solomon Islands
Thyroid cancer,0,Solomon Islands
Undetermined cancer,0,Solomon Islands
Uterine cancer,0,Solomon Islands
Vaginal cancer,0,Solomon Islands
Vulvar cancer,0,Solomon Islands
Anal cancer,3,Denmark
Bladder cancer,39,Denmark
Brain cancer,17,Denmark
Breast cancer,297,Denmark
Cervical cancer,28,Denmark
Colon cancer,18,Denmark
Colorectal cancer,151,Denmark
Esophageal cancer,11,Denmark
Gallbladder cancer,0,Denmark
Hodgkin lymphoma,11,Denmark
Kaposi sarcoma,0,Denmark
Kidney cancer,21,Denmark
Laryngeal cancer,1,Denmark
Leukemia,96,Denmark
Liver cancer,5,Denmark
Lung cancer,5,Denmark
Mesothelioma,2,Denmark
Mouth cancer,0,Denmark
Multiple myeloma,35,Denmark
Non-Hodgkin lymphoma,8,Denmark
Other cancer,0,Denmark
Ovarian cancer,52,Denmark
Pancreatic cancer,17,Denmark
Penile cancer,0,Denmark
Prostate cancer,80,Denmark
Rectal cancer,35,Denmark
Salivary gland cancer,0,Denmark
Skin cancer,75,Denmark
Stomach cancer,1,Denmark
Testicular cancer,9,Denmark
Throat cancer,0,Denmark
Thyroid cancer,3,Denmark
Undetermined cancer,0,Denmark
Uterine cancer,15,Denmark
Vaginal cancer,0,Denmark
Vulvar cancer,0,Denmark
Anal cancer,0,Mauritius
Bladder cancer,0,Mauritius
Brain cancer,0,Mauritius
Breast cancer,0,Mauritius
Cervical cancer,0,Mauritius
Colon cancer,0,Mauritius
Colorectal cancer,0,Mauritius
Esophageal cancer,0,Mauritius
Gallbladder cancer,0,Mauritius
Hodgkin lymphoma,0,Mauritius
Kaposi sarcoma,0,Mauritius
Kidney cancer,0,Mauritius
Laryngeal cancer,0,Mauritius
Leukemia,0,Mauritius
Liver cancer,0,Mauritius
Lung cancer,0,Mauritius
Mesothelioma,0,Mauritius
Mouth cancer,0,Mauritius
Multiple myeloma,0,Mauritius
Non-Hodgkin lymphoma,0,Mauritius
Other cancer,0,Mauritius
Ovarian cancer,0,Mauritius
Pancreatic cancer,0,Mauritius
Penile cancer,0,Mauritius
Prostate cancer,0,Mauritius
Rectal cancer,0,Mauritius
Salivary gland cancer,0,Mauritius
Skin cancer,0,Mauritius
Stomach cancer,0,Mauritius
Testicular cancer,0,Mauritius
Throat cancer,0,Mauritius
Thyroid cancer,0,Mauritius
Undetermined cancer,0,Mauritius
Uterine cancer,0,Mauritius
Vaginal cancer,0,Mauritius
Vulvar cancer,0,Mauritius
Anal cancer,0,Namibia
Bladder cancer,0,Namibia
Brain cancer,0,Namibia
Breast cancer,0,Namibia
Cervical cancer,0,Namibia
Colon cancer,0,Namibia
Colorectal cancer,1,Namibia
Esophageal cancer,0,Namibia
Gallbladder cancer,0,Namibia
Hodgkin lymphoma,0,Namibia
Kaposi sarcoma,0,Namibia
Kidney cancer,0,Namibia
Laryngeal cancer,0,Namibia
Leukemia,0,Namibia
Liver cancer,0,Namibia
Lung cancer,0,Namibia
Mesothelioma,0,Namibia
Mouth cancer,0,Namibia
Multiple myeloma,0,Namibia
Non-Hodgkin lymphoma,0,Namibia
Other cancer,0,Namibia
Ovarian cancer,0,Namibia
Pancreatic cancer,0,Namibia
Penile cancer,0,Namibia
Prostate cancer,0,Namibia
Rectal cancer,0,Namibia
Salivary gland cancer,0,Namibia
Skin cancer,0,Namibia
Stomach cancer,0,Namibia
Testicular cancer,0,Namibia
Throat cancer,0,Namibia
Thyroid cancer,0,Namibia
Undetermined cancer,0,Namibia
Uterine cancer,0,Namibia
Vaginal cancer,0,Namibia
Vulvar cancer,0,Namibia
Anal cancer,0,Armenia
Bladder cancer,0,Armenia
Brain cancer,0,Armenia
Breast cancer,0,Armenia
Cervical cancer,0,Armenia
Colon cancer,0,Armenia
Colorectal cancer,0,Armenia
Esophageal cancer,0,Armenia
Gallbladder cancer,0,Armenia
Hodgkin lymphoma,0,Armenia
Kaposi sarcoma,0,Armenia
Kidney cancer,0,Armenia
Laryngeal cancer,0,Armenia
Leukemia,0,Armenia
Liver cancer,0,Armenia
Lung cancer,0,Armenia
Mesothelioma,0,Armenia
Mouth cancer,0,Armenia
Multiple myeloma,0,Armenia
Non-Hodgkin lymphoma,0,Armenia
Other cancer,0,Armenia
Ovarian cancer,0,Armenia
Pancreatic cancer,0,Armenia
Penile cancer,0,Armenia
Prostate cancer,1,Armenia
Rectal cancer,0,Armenia
Salivary gland cancer,0,Armenia
Skin cancer,0,Armenia
Stomach cancer,0,Armenia
Testicular cancer,0,Armenia
Throat cancer,0,Armenia
Thyroid cancer,0,Armenia
Undetermined cancer,0,Armenia
Uterine cancer,1,Armenia
Vaginal cancer,0,Armenia
Vulvar cancer,0,Armenia
Anal cancer,0,Bangladesh
Bladder cancer,0,Bangladesh
Brain cancer,0,Bangladesh
Breast cancer,1,Bangladesh
Cervical cancer,2,Bangladesh
Colon cancer,0,Bangladesh
Colorectal cancer,0,Bangladesh
Esophageal cancer,0,Bangladesh
Gallbladder cancer,0,Bangladesh
Hodgkin lymphoma,0,Bangladesh
Kaposi sarcoma,0,Bangladesh
Kidney cancer,0,Bangladesh
Laryngeal cancer,0,Bangladesh
Leukemia,8,Bangladesh
Liver cancer,1,Bangladesh
Lung cancer,1,Bangladesh
Mesothelioma,0,Bangladesh
Mouth cancer,0,Bangladesh
Multiple myeloma,0,Bangladesh
Non-Hodgkin lymphoma,0,Bangladesh
Other cancer,0,Bangladesh
Ovarian cancer,0,Bangladesh
Pancreatic cancer,0,Bangladesh
Penile cancer,0,Bangladesh
Prostate cancer,1,Bangladesh
Rectal cancer,0,Bangladesh
Salivary gland cancer,0,Bangladesh
Skin cancer,0,Bangladesh
Stomach cancer,0,Bangladesh
Testicular cancer,0,Bangladesh
Throat cancer,0,Bangladesh
Thyroid cancer,0,Bangladesh
Undetermined cancer,0,Bangladesh
Uterine cancer,0,Bangladesh
Vaginal cancer,0,Bangladesh
Vulvar cancer,0,Bangladesh
Anal cancer,0,Djibouti
Bladder cancer,0,Djibouti
Brain cancer,0,Djibouti
Breast cancer,0,Djibouti
Cervical cancer,0,Djibouti
Colon cancer,0,Djibouti
Colorectal cancer,0,Djibouti
Esophageal cancer,0,Djibouti
Gallbladder cancer,0,Djibouti
Hodgkin lymphoma,0,Djibouti
Kaposi sarcoma,0,Djibouti
Kidney cancer,0,Djibouti
Laryngeal cancer,0,Djibouti
Leukemia,0,Djibouti
Liver cancer,0,Djibouti
Lung cancer,0,Djibouti
Mesothelioma,0,Djibouti
Mouth cancer,0,Djibouti
Multiple myeloma,0,Djibouti
Non-Hodgkin lymphoma,0,Djibouti
Other cancer,0,Djibouti
Ovarian cancer,0,Djibouti
Pancreatic cancer,0,Djibouti
Penile cancer,0,Djibouti
Prostate cancer,0,Djibouti
Rectal cancer,0,Djibouti
Salivary gland cancer,0,Djibouti
Skin cancer,0,Djibouti
Stomach cancer,0,Djibouti
Testicular cancer,0,Djibouti
Throat cancer,0,Djibouti
Thyroid cancer,0,Djibouti
Undetermined cancer,0,Djibouti
Uterine cancer,0,Djibouti
Vaginal cancer,0,Djibouti
Vulvar cancer,0,Djibouti
Anal cancer,1,New Zealand
Bladder cancer,0,New Zealand
Brain cancer,5,New Zealand
Breast cancer,25,New Zealand
Cervical cancer,6,New Zealand
Colon cancer,7,New Zealand
Colorectal cancer,17,New Zealand
Esophageal cancer,0,New Zealand
Gallbladder cancer,0,New Zealand
Hodgkin lymphoma,1,New Zealand
Kaposi sarcoma,0,New Zealand
Kidney cancer,1,New Zealand
Laryngeal cancer,1,New Zealand
Leukemia,7,New Zealand
Liver cancer,2,New Zealand
Lung cancer,2,New Zealand
Mesothelioma,0,New Zealand
Mouth cancer,0,New Zealand
Multiple myeloma,1,New Zealand
Non-Hodgkin lymphoma,2,New Zealand
Other cancer,0,New Zealand
Ovarian cancer,1,New Zealand
Pancreatic cancer,0,New Zealand
Penile cancer,0,New Zealand
Prostate cancer,14,New Zealand
Rectal cancer,1,New Zealand
Salivary gland cancer,0,New Zealand
Skin cancer,7,New Zealand
Stomach cancer,1,New Zealand
Testicular cancer,1,New Zealand
Throat cancer,0,New Zealand
Thyroid cancer,0,New Zealand
Undetermined cancer,0,New Zealand
Uterine cancer,0,New Zealand
Vaginal cancer,0,New Zealand
Vulvar cancer,0,New Zealand
Anal cancer,0,Argentina
Bladder cancer,1,Argentina
Brain cancer,4,Argentina
Breast cancer,19,Argentina
Cervical cancer,5,Argentina
Colon cancer,2,Argentina
Colorectal cancer,12,Argentina
Esophageal cancer,0,Argentina
Gallbladder cancer,0,Argentina
Hodgkin lymphoma,2,Argentina
Kaposi sarcoma,0,Argentina
Kidney cancer,3,Argentina
Laryngeal cancer,0,Argentina
Leukemia,26,Argentina
Liver cancer,1,Argentina
Lung cancer,1,Argentina
Mesothelioma,0,Argentina
Mouth cancer,0,Argentina
Multiple myeloma,8,Argentina
Non-Hodgkin lymphoma,2,Argentina
Other cancer,0,Argentina
Ovarian cancer,2,Argentina
Pancreatic cancer,2,Argentina
Penile cancer,0,Argentina
Prostate cancer,3,Argentina
Rectal cancer,3,Argentina
Salivary gland cancer,0,Argentina
Skin cancer,16,Argentina
Stomach cancer,1,Argentina
Testicular cancer,0,Argentina
Throat cancer,0,Argentina
Thyroid cancer,2,Argentina
Undetermined cancer,0,Argentina
Uterine cancer,0,Argentina
Vaginal cancer,0,Argentina
Vulvar cancer,0,Argentina
Anal cancer,0,Dominican Republic
Bladder cancer,0,Dominican Republic
Brain cancer,0,Dominican Republic
Breast cancer,0,Dominican Republic
Cervical cancer,0,Dominican Republic
Colon cancer,0,Dominican Republic
Colorectal cancer,0,Dominican Republic
Esophageal cancer,0,Dominican Republic
Gallbladder cancer,0,Dominican Republic
Hodgkin lymphoma,0,Dominican Republic
Kaposi sarcoma,0,Dominican Republic
Kidney cancer,0,Dominican Republic
Laryngeal cancer,0,Dominican Republic
Leukemia,0,Dominican Republic
Liver cancer,0,Dominican Republic
Lung cancer,0,Dominican Republic
Mesothelioma,0,Dominican Republic
Mouth cancer,0,Dominican Republic
Multiple myeloma,0,Dominican Republic
Non-Hodgkin lymphoma,0,Dominican Republic
Other cancer,0,Dominican Republic
Ovarian cancer,0,Dominican Republic
Pancreatic cancer,0,Dominican Republic
Penile cancer,0,Dominican Republic
Prostate cancer,0,Dominican Republic
Rectal cancer,0,Dominican Republic
Salivary gland cancer,0,Dominican Republic
Skin cancer,0,Dominican Republic
Stomach cancer,0,Dominican Republic
Testicular cancer,0,Dominican Republic
Throat cancer,0,Dominican Republic
Thyroid cancer,0,Dominican Republic
Undetermined cancer,0,Dominican Republic
Uterine cancer,0,Dominican Republic
Vaginal cancer,0,Dominican Republic
Vulvar cancer,0,Dominican Republic
Anal cancer,0,Slovenia
Bladder cancer,3,Slovenia
Brain cancer,2,Slovenia
Breast cancer,13,Slovenia
Cervical cancer,1,Slovenia
Colon cancer,0,Slovenia
Colorectal cancer,6,Slovenia
Esophageal cancer,1,Slovenia
Gallbladder cancer,0,Slovenia
Hodgkin lymphoma,0,Slovenia
Kaposi sarcoma,0,Slovenia
Kidney cancer,0,Slovenia
Laryngeal cancer,0,Slovenia
Leukemia,0,Slovenia
Liver cancer,1,Slovenia
Lung cancer,1,Slovenia
Mesothelioma,2,Slovenia
Mouth cancer,0,Slovenia
Multiple myeloma,1,Slovenia
Non-Hodgkin lymphoma,1,Slovenia
Other cancer,0,Slovenia
Ovarian cancer,4,Slovenia
Pancreatic cancer,0,Slovenia
Penile cancer,0,Slovenia
Prostate cancer,0,Slovenia
Rectal cancer,9,Slovenia
Salivary gland cancer,0,Slovenia
Skin cancer,11,Slovenia
Stomach cancer,1,Slovenia
Testicular cancer,0,Slovenia
Throat cancer,0,Slovenia
Thyroid cancer,1,Slovenia
Undetermined cancer,0,Slovenia
Uterine cancer,1,Slovenia
Vaginal cancer,0,Slovenia
Vulvar cancer,0,Slovenia
Anal cancer,0,Jordan
Bladder cancer,2,Jordan
Brain cancer,0,Jordan
Breast cancer,4,Jordan
Cervical cancer,0,Jordan
Colon cancer,0,Jordan
Colorectal cancer,0,Jordan
Esophageal cancer,0,Jordan
Gallbladder cancer,0,Jordan
Hodgkin lymphoma,0,Jordan
Kaposi sarcoma,0,Jordan
Kidney cancer,0,Jordan
Laryngeal cancer,0,Jordan
Leukemia,0,Jordan
Liver cancer,0,Jordan
Lung cancer,0,Jordan
Mesothelioma,0,Jordan
Mouth cancer,0,Jordan
Multiple myeloma,1,Jordan
Non-Hodgkin lymphoma,0,Jordan
Other cancer,0,Jordan
Ovarian cancer,0,Jordan
Pancreatic cancer,0,Jordan
Penile cancer,0,Jordan
Prostate cancer,0,Jordan
Rectal cancer,0,Jordan
Salivary gland cancer,0,Jordan
Skin cancer,0,Jordan
Stomach cancer,0,Jordan
Testicular cancer,0,Jordan
Throat cancer,0,Jordan
Thyroid cancer,0,Jordan
Undetermined cancer,0,Jordan
Uterine cancer,1,Jordan
Vaginal cancer,0,Jordan
Vulvar cancer,0,Jordan
Anal cancer,0,Burkina Faso
Bladder cancer,0,Burkina Faso
Brain cancer,0,Burkina Faso
Breast cancer,0,Burkina Faso
Cervical cancer,0,Burkina Faso
Colon cancer,0,Burkina Faso
Colorectal cancer,0,Burkina Faso
Esophageal cancer,0,Burkina Faso
Gallbladder cancer,0,Burkina Faso
Hodgkin lymphoma,0,Burkina Faso
Kaposi sarcoma,0,Burkina Faso
Kidney cancer,0,Burkina Faso
Laryngeal cancer,0,Burkina Faso
Leukemia,0,Burkina Faso
Liver cancer,0,Burkina Faso
Lung cancer,0,Burkina Faso
Mesothelioma,0,Burkina Faso
Mouth cancer,0,Burkina Faso
Multiple myeloma,0,Burkina Faso
Non-Hodgkin lymphoma,0,Burkina Faso
Other cancer,0,Burkina Faso
Ovarian cancer,0,Burkina Faso
Pancreatic cancer,0,Burkina Faso
Penile cancer,0,Burkina Faso
Prostate cancer,0,Burkina Faso
Rectal cancer,0,Burkina Faso
Salivary gland cancer,0,Burkina Faso
Skin cancer,0,Burkina Faso
Stomach cancer,0,Burkina Faso
Testicular cancer,0,Burkina Faso
Throat cancer,0,Burkina Faso
Thyroid cancer,0,Burkina Faso
Undetermined cancer,0,Burkina Faso
Uterine cancer,0,Burkina Faso
Vaginal cancer,0,Burkina Faso
Vulvar cancer,0,Burkina Faso
Anal cancer,0,Chad
Bladder cancer,0,Chad
Brain cancer,0,Chad
Breast cancer,0,Chad
Cervical cancer,0,Chad
Colon cancer,0,Chad
Colorectal cancer,0,Chad
Esophageal cancer,0,Chad
Gallbladder cancer,0,Chad
Hodgkin lymphoma,0,Chad
Kaposi sarcoma,0,Chad
Kidney cancer,0,Chad
Laryngeal cancer,0,Chad
Leukemia,0,Chad
Liver cancer,0,Chad
Lung cancer,0,Chad
Mesothelioma,0,Chad
Mouth cancer,0,Chad
Multiple myeloma,0,Chad
Non-Hodgkin lymphoma,0,Chad
Other cancer,0,Chad
Ovarian cancer,0,Chad
Pancreatic cancer,0,Chad
Penile cancer,0,Chad
Prostate cancer,0,Chad
Rectal cancer,0,Chad
Salivary gland cancer,0,Chad
Skin cancer,0,Chad
Stomach cancer,0,Chad
Testicular cancer,0,Chad
Throat cancer,0,Chad
Thyroid cancer,0,Chad
Undetermined cancer,0,Chad
Uterine cancer,0,Chad
Vaginal cancer,0,Chad
Vulvar cancer,0,Chad
Anal cancer,1,China
Bladder cancer,109,China
Brain cancer,109,China
Breast cancer,1135,China
Cervical cancer,314,China
Colon cancer,129,China
Colorectal cancer,690,China
Esophageal cancer,320,China
Gallbladder cancer,15,China
Hodgkin lymphoma,65,China
Kaposi sarcoma,0,China
Kidney cancer,129,China
Laryngeal cancer,16,China
Leukemia,648,China
Liver cancer,1065,China
Lung cancer,1065,China
Mesothelioma,7,China
Mouth cancer,0,China
Multiple myeloma,168,China
Non-Hodgkin lymphoma,138,China
Other cancer,0,China
Ovarian cancer,140,China
Pancreatic cancer,162,China
Penile cancer,6,China
Prostate cancer,240,China
Rectal cancer,342,China
Salivary gland cancer,0,China
Skin cancer,102,China
Stomach cancer,79,China
Testicular cancer,0,China
Throat cancer,0,China
Thyroid cancer,136,China
Undetermined cancer,0,China
Uterine cancer,48,China
Vaginal cancer,0,China
Vulvar cancer,1,China
Anal cancer,0,Uzbekistan
Bladder cancer,0,Uzbekistan
Brain cancer,0,Uzbekistan
Breast cancer,1,Uzbekistan
Cervical cancer,0,Uzbekistan
Colon cancer,0,Uzbekistan
Colorectal cancer,0,Uzbekistan
Esophageal cancer,0,Uzbekistan
Gallbladder cancer,0,Uzbekistan
Hodgkin lymphoma,0,Uzbekistan
Kaposi sarcoma,0,Uzbekistan
Kidney cancer,0,Uzbekistan
Laryngeal cancer,0,Uzbekistan
Leukemia,0,Uzbekistan
Liver cancer,0,Uzbekistan
Lung cancer,0,Uzbekistan
Mesothelioma,0,Uzbekistan
Mouth cancer,0,Uzbekistan
Multiple myeloma,0,Uzbekistan
Non-Hodgkin lymphoma,0,Uzbekistan
Other cancer,0,Uzbekistan
Ovarian cancer,0,Uzbekistan
Pancreatic cancer,0,Uzbekistan
Penile cancer,0,Uzbekistan
Prostate cancer,0,Uzbekistan
Rectal cancer,0,Uzbekistan
Salivary gland cancer,0,Uzbekistan
Skin cancer,0,Uzbekistan
Stomach cancer,0,Uzbekistan
Testicular cancer,0,Uzbekistan
Throat cancer,0,Uzbekistan
Thyroid cancer,0,Uzbekistan
Undetermined cancer,0,Uzbekistan
Uterine cancer,0,Uzbekistan
Vaginal cancer,0,Uzbekistan
Vulvar cancer,0,Uzbekistan
Anal cancer,0,Albania
Bladder cancer,0,Albania
Brain cancer,0,Albania
Breast cancer,0,Albania
Cervical cancer,0,Albania
Colon cancer,0,Albania
Colorectal cancer,0,Albania
Esophageal cancer,0,Albania
Gallbladder cancer,0,Albania
Hodgkin lymphoma,0,Albania
Kaposi sarcoma,0,Albania
Kidney cancer,0,Albania
Laryngeal cancer,0,Albania
Leukemia,0,Albania
Liver cancer,0,Albania
Lung cancer,0,Albania
Mesothelioma,0,Albania
Mouth cancer,0,Albania
Multiple myeloma,0,Albania
Non-Hodgkin lymphoma,0,Albania
Other cancer,0,Albania
Ovarian cancer,0,Albania
Pancreatic cancer,0,Albania
Penile cancer,0,Albania
Prostate cancer,0,Albania
Rectal cancer,0,Albania
Salivary gland cancer,0,Albania
Skin cancer,0,Albania
Stomach cancer,0,Albania
Testicular cancer,0,Albania
Throat cancer,0,Albania
Thyroid cancer,0,Albania
Undetermined cancer,0,Albania
Uterine cancer,0,Albania
Vaginal cancer,0,Albania
Vulvar cancer,0,Albania
Anal cancer,0,Guatemala
Bladder cancer,0,Guatemala
Brain cancer,0,Guatemala
Breast cancer,0,Guatemala
Cervical cancer,0,Guatemala
Colon cancer,0,Guatemala
Colorectal cancer,0,Guatemala
Esophageal cancer,0,Guatemala
Gallbladder cancer,0,Guatemala
Hodgkin lymphoma,1,Guatemala
Kaposi sarcoma,0,Guatemala
Kidney cancer,0,Guatemala
Laryngeal cancer,0,Guatemala
Leukemia,0,Guatemala
Liver cancer,0,Guatemala
Lung cancer,0,Guatemala
Mesothelioma,0,Guatemala
Mouth cancer,0,Guatemala
Multiple myeloma,0,Guatemala
Non-Hodgkin lymphoma,0,Guatemala
Other cancer,0,Guatemala
Ovarian cancer,0,Guatemala
Pancreatic cancer,0,Guatemala
Penile cancer,0,Guatemala
Prostate cancer,0,Guatemala
Rectal cancer,0,Guatemala
Salivary gland cancer,0,Guatemala
Skin cancer,0,Guatemala
Stomach cancer,0,Guatemala
Testicular cancer,0,Guatemala
Throat cancer,0,Guatemala
Thyroid cancer,0,Guatemala
Undetermined cancer,0,Guatemala
Uterine cancer,0,Guatemala
Vaginal cancer,0,Guatemala
Vulvar cancer,0,Guatemala
Anal cancer,1,Colombia
Bladder cancer,0,Colombia
Brain cancer,1,Colombia
Breast cancer,2,Colombia
Cervical cancer,2,Colombia
Colon cancer,0,Colombia
Colorectal cancer,0,Colombia
Esophageal cancer,0,Colombia
Gallbladder cancer,0,Colombia
Hodgkin lymphoma,0,Colombia
Kaposi sarcoma,0,Colombia
Kidney cancer,0,Colombia
Laryngeal cancer,0,Colombia
Leukemia,3,Colombia
Liver cancer,2,Colombia
Lung cancer,2,Colombia
Mesothelioma,0,Colombia
Mouth cancer,0,Colombia
Multiple myeloma,1,Colombia
Non-Hodgkin lymphoma,0,Colombia
Other cancer,0,Colombia
Ovarian cancer,0,Colombia
Pancreatic cancer,0,Colombia
Penile cancer,0,Colombia
Prostate cancer,1,Colombia
Rectal cancer,0,Colombia
Salivary gland cancer,0,Colombia
Skin cancer,2,Colombia
Stomach cancer,0,Colombia
Testicular cancer,0,Colombia
Throat cancer,0,Colombia
Thyroid cancer,1,Colombia
Undetermined cancer,0,Colombia
Uterine cancer,0,Colombia
Vaginal cancer,0,Colombia
Vulvar cancer,0,Colombia
Anal cancer,0,Morocco
Bladder cancer,0,Morocco
Brain cancer,0,Morocco
Breast cancer,2,Morocco
Cervical cancer,0,Morocco
Colon cancer,0,Morocco
Colorectal cancer,0,Morocco
Esophageal cancer,0,Morocco
Gallbladder cancer,0,Morocco
Hodgkin lymphoma,1,Morocco
Kaposi sarcoma,0,Morocco
Kidney cancer,0,Morocco
Laryngeal cancer,0,Morocco
Leukemia,2,Morocco
Liver cancer,0,Morocco
Lung cancer,0,Morocco
Mesothelioma,0,Morocco
Mouth cancer,0,Morocco
Multiple myeloma,0,Morocco
Non-Hodgkin lymphoma,0,Morocco
Other cancer,0,Morocco
Ovarian cancer,0,Morocco
Pancreatic cancer,0,Morocco
Penile cancer,0,Morocco
Prostate cancer,0,Morocco
Rectal cancer,1,Morocco
Salivary gland cancer,0,Morocco
Skin cancer,0,Morocco
Stomach cancer,0,Morocco
Testicular cancer,0,Morocco
Throat cancer,0,Morocco
Thyroid cancer,0,Morocco
Undetermined cancer,0,Morocco
Uterine cancer,0,Morocco
Vaginal cancer,0,Morocco
Vulvar cancer,0,Morocco
Anal cancer,0,Rwanda
Bladder cancer,0,Rwanda
Brain cancer,0,Rwanda
Breast cancer,1,Rwanda
Cervical cancer,0,Rwanda
Colon cancer,0,Rwanda
Colorectal cancer,0,Rwanda
Esophageal cancer,0,Rwanda
Gallbladder cancer,0,Rwanda
Hodgkin lymphoma,0,Rwanda
Kaposi sarcoma,0,Rwanda
Kidney cancer,0,Rwanda
Laryngeal cancer,0,Rwanda
Leukemia,0,Rwanda
Liver cancer,0,Rwanda
Lung cancer,0,Rwanda
Mesothelioma,0,Rwanda
Mouth cancer,0,Rwanda
Multiple myeloma,0,Rwanda
Non-Hodgkin lymphoma,0,Rwanda
Other cancer,0,Rwanda
Ovarian cancer,0,Rwanda
Pancreatic cancer,0,Rwanda
Penile cancer,0,Rwanda
Prostate cancer,0,Rwanda
Rectal cancer,0,Rwanda
Salivary gland cancer,0,Rwanda
Skin cancer,0,Rwanda
Stomach cancer,0,Rwanda
Testicular cancer,0,Rwanda
Throat cancer,0,Rwanda
Thyroid cancer,0,Rwanda
Undetermined cancer,0,Rwanda
Uterine cancer,0,Rwanda
Vaginal cancer,0,Rwanda
Vulvar cancer,0,Rwanda
Anal cancer,0,Barbados
Bladder cancer,0,Barbados
Brain cancer,0,Barbados
Breast cancer,0,Barbados
Cervical cancer,0,Barbados
Colon cancer,0,Barbados
Colorectal cancer,0,Barbados
Esophageal cancer,0,Barbados
Gallbladder cancer,0,Barbados
Hodgkin lymphoma,0,Barbados
Kaposi sarcoma,0,Barbados
Kidney cancer,0,Barbados
Laryngeal cancer,0,Barbados
Leukemia,0,Barbados
Liver cancer,0,Barbados
Lung cancer,0,Barbados
Mesothelioma,0,Barbados
Mouth cancer,0,Barbados
Multiple myeloma,0,Barbados
Non-Hodgkin lymphoma,0,Barbados
Other cancer,0,Barbados
Ovarian cancer,0,Barbados
Pancreatic cancer,0,Barbados
Penile cancer,0,Barbados
Prostate cancer,0,Barbados
Rectal cancer,0,Barbados
Salivary gland cancer,0,Barbados
Skin cancer,0,Barbados
Stomach cancer,0,Barbados
Testicular cancer,0,Barbados
Throat cancer,0,Barbados
Thyroid cancer,0,Barbados
Undetermined cancer,0,Barbados
Uterine cancer,0,Barbados
Vaginal cancer,0,Barbados
Vulvar cancer,0,Barbados
Anal cancer,0,Sri Lanka
Bladder cancer,1,Sri Lanka
Brain cancer,0,Sri Lanka
Breast cancer,1,Sri Lanka
Cervical cancer,0,Sri Lanka
Colon cancer,0,Sri Lanka
Colorectal cancer,2,Sri Lanka
Esophageal cancer,0,Sri Lanka
Gallbladder cancer,0,Sri Lanka
Hodgkin lymphoma,0,Sri Lanka
Kaposi sarcoma,0,Sri Lanka
Kidney cancer,0,Sri Lanka
Laryngeal cancer,0,Sri Lanka
Leukemia,0,Sri Lanka
Liver cancer,0,Sri Lanka
Lung cancer,0,Sri Lanka
Mesothelioma,0,Sri Lanka
Mouth cancer,0,Sri Lanka
Multiple myeloma,0,Sri Lanka
Non-Hodgkin lymphoma,0,Sri Lanka
Other cancer,0,Sri Lanka
Ovarian cancer,0,Sri Lanka
Pancreatic cancer,0,Sri Lanka
Penile cancer,0,Sri Lanka
Prostate cancer,0,Sri Lanka
Rectal cancer,0,Sri Lanka
Salivary gland cancer,0,Sri Lanka
Skin cancer,0,Sri Lanka
Stomach cancer,0,Sri Lanka
Testicular cancer,0,Sri Lanka
Throat cancer,0,Sri Lanka
Thyroid cancer,1,Sri Lanka
Undetermined cancer,0,Sri Lanka
Uterine cancer,0,Sri Lanka
Vaginal cancer,0,Sri Lanka
Vulvar cancer,0,Sri Lanka
Anal cancer,1,India
Bladder cancer,24,India
Brain cancer,31,India
Breast cancer,128,India
Cervical cancer,73,India
Colon cancer,1,India
Colorectal cancer,10,India
Esophageal cancer,15,India
Gallbladder cancer,16,India
Hodgkin lymphoma,8,India
Kaposi sarcoma,0,India
Kidney cancer,6,India
Laryngeal cancer,2,India
Leukemia,99,India
Liver cancer,10,India
