Country,Cancer,ASR,Crude rate
Russia,Stomach cancer,13.7,26.7
Rwanda,Stomach cancer,8.2,4.8
St. Lucia,Stomach cancer,8.6,14.1
Sao Tome and Principe,Stomach cancer,11.1,7.0
Saudi Arabia,Stomach cancer,2.7,2.1
Senegal,Stomach cancer,7.2,3.9
Serbia,Stomach cancer,7.1,15.1
Sierra Leone,Stomach cancer,2.6,1.6
Singapore,Stomach cancer,8.0,16.1
Slovakia,Stomach cancer,6.6,14.6
Vietnam,Stomach cancer,13.4,16.5
Slovenia,Stomach cancer,8.4,21.6
Somalia,Stomach cancer,5.0,2.3
South Africa,Stomach cancer,3.6,3.2
Zimbabwe,Stomach cancer,10.3,4.9
Spain,Stomach cancer,6.0,15.4
South Sudan,Stomach cancer,4.0,2.2
Sudan,Stomach cancer,2.4,1.4
Suriname,Stomach cancer,4.6,5.4
Eswatini,Stomach cancer,1.3,0.68
Sweden,Stomach cancer,3.6,8.5
Switzerland,Stomach cancer,5.1,11.8
Syria,Stomach cancer,4.8,3.7
Tajikistan,Stomach cancer,19.4,12.0
Thailand,Stomach cancer,3.3,5.8
Togo,Stomach cancer,5.4,2.8
Trinidad and Tobago,Stomach cancer,4.0,6.7
United Arab Emirates,Stomach cancer,3.9,1.6
Tunisia,Stomach cancer,3.5,4.5
Türkiye,Stomach cancer,11.7,14.9
Turkmenistan,Stomach cancer,12.1,10.1
Uganda,Stomach cancer,3.3,1.3
Ukraine,Stomach cancer,9.5,18.6
North Macedonia,Stomach cancer,9.5,17.8
Egypt,Stomach cancer,3.6,3.1
United Kingdom,Stomach cancer,3.6,8.8
Tanzania,Stomach cancer,4.2,1.9
United States,Stomach cancer,4.1,7.6
Burkina Faso,Stomach cancer,3.9,1.6
Uruguay,Stomach cancer,9.2,17.3
Uzbekistan,Stomach cancer,10.2,8.9
Venezuela,Stomach cancer,7.5,8.9
Samoa,Stomach cancer,11.7,9.4
Yemen,Stomach cancer,5.9,3.0
Zambia,Stomach cancer,3.9,1.6
"Micronesia, Fed. Sts.",Stomach cancer,6.5,7.1
Afghanistan,Testicular cancer,0.93,0.85
Albania,Testicular cancer,3.3,3.9
Algeria,Testicular cancer,0.68,0.71
Angola,Testicular cancer,0.68,0.69
Azerbaijan,Testicular cancer,1.2,1.4
Argentina,Testicular cancer,8.5,9.2
Australia,Testicular cancer,7.3,7.6
Austria,Testicular cancer,8.0,8.7
Bahamas,Testicular cancer,0.0,0.0
Bahrain,Testicular cancer,0.45,0.6
Bangladesh,Testicular cancer,0.43,0.48
Armenia,Testicular cancer,2.9,3.0
Barbados,Testicular cancer,0.0,0.0
Belgium,Testicular cancer,6.4,6.3
Bhutan,Testicular cancer,0.0,0.0
Bolivia,Testicular cancer,1.4,1.4
Bosnia and Herzegovina,Testicular cancer,6.9,6.7
Botswana,Testicular cancer,0.07,0.08
Brazil,Testicular cancer,2.7,3.0
Belize,Testicular cancer,0.0,0.0
Solomon Islands,Testicular cancer,1.6,1.4
Brunei Darussalam,Testicular cancer,1.2,1.3
Bulgaria,Testicular cancer,4.5,4.6
Myanmar,Testicular cancer,0.52,0.57
Burundi,Testicular cancer,0.44,0.24
Belarus,Testicular cancer,2.7,3.1
Cambodia,Testicular cancer,0.89,0.89
Cameroon,Testicular cancer,0.36,0.26
Canada,Testicular cancer,5.8,6.0
Cabo Verde,Testicular cancer,0.72,1.1
Central African Republic,Testicular cancer,0.1,0.12
Sri Lanka,Testicular cancer,0.73,0.78
Chad,Testicular cancer,0.4,0.24
Chile,Testicular cancer,7.5,8.7
China,Testicular cancer,0.41,0.48
Colombia,Testicular cancer,4.5,5.0
Comoros,Testicular cancer,0.0,0.0
Congo Republic,Testicular cancer,0.03,0.03
DR Congo,Testicular cancer,0.22,0.13
Costa Rica,Testicular cancer,4.0,4.4
Croatia,Testicular cancer,11.3,11.3
Cuba,Testicular cancer,1.3,1.8
Cyprus,Testicular cancer,6.6,7.9
Czechia,Testicular cancer,9.0,9.6
Benin,Testicular cancer,0.33,0.25
Denmark,Testicular cancer,10.2,10.7
Dominican Republic,Testicular cancer,0.14,0.16
Ecuador,Testicular cancer,3.8,4.0
El Salvador,Testicular cancer,1.2,1.3
Ethiopia,Testicular cancer,0.56,0.46
Eritrea,Testicular cancer,0.64,0.49
Estonia,Testicular cancer,4.5,4.6
Fiji,Testicular cancer,3.7,3.9
Finland,Testicular cancer,6.8,6.8
France,Testicular cancer,7.5,7.4
French Guiana,Testicular cancer,0.66,0.64
French Polynesia,Testicular cancer,1.4,1.4
Djibouti,Testicular cancer,0.0,0.0
Gabon,Testicular cancer,0.3,0.34
Georgia,Testicular cancer,6.0,7.0
Gambia,Testicular cancer,0.07,0.08
Palestine,Testicular cancer,1.6,1.7
Germany,Testicular cancer,9.5,10.3
Ghana,Testicular cancer,0.42,0.35
Greece,Testicular cancer,9.1,8.8
Guadeloupe,Testicular cancer,2.0,1.6
Guam,Testicular cancer,0.0,0.0
Guatemala,Testicular cancer,2.5,2.4
Guinea,Testicular cancer,0.19,0.15
Guyana,Testicular cancer,0.28,0.25
Haiti,Testicular cancer,1.8,1.6
Honduras,Testicular cancer,2.1,2.1
Hungary,Testicular cancer,11.4,12.1
Iceland,Testicular cancer,6.9,6.9
India,Testicular cancer,0.57,0.61
Indonesia,Testicular cancer,1.1,1.1
Iran,Testicular cancer,1.4,1.6
Iraq,Testicular cancer,1.3,1.1
Ireland,Testicular cancer,6.6,6.9
Israel,Testicular cancer,3.1,3.1
Italy,Testicular cancer,9.0,8.4
Cote d'Ivoire,Testicular cancer,0.1,0.08
Jamaica,Testicular cancer,0.29,0.34
Japan,Testicular cancer,3.8,3.7
Kazakhstan,Testicular cancer,1.4,1.4
Jordan,Testicular cancer,1.7,1.8
Kenya,Testicular cancer,0.14,0.13
North Korea,Testicular cancer,0.39,0.44
South Korea,Testicular cancer,1.2,1.2
Kuwait,Testicular cancer,0.63,0.75
Kyrgyz Republic,Testicular cancer,0.82,0.84
Laos,Testicular cancer,0.52,0.53
Lebanon,Testicular cancer,2.8,3.0
Lesotho,Testicular cancer,0.23,0.28
Latvia,Testicular cancer,3.0,2.9
Liberia,Testicular cancer,0.06,0.04
Libya,Testicular cancer,0.61,0.7
Lithuania,Testicular cancer,2.7,2.6
Luxembourg,Testicular cancer,10.5,12.0
Madagascar,Testicular cancer,0.24,0.18
Malawi,Testicular cancer,0.5,0.24
Malaysia,Testicular cancer,0.72,0.77
Maldives,Testicular cancer,0.39,0.89
Mali,Testicular cancer,0.64,0.33
Malta,Testicular cancer,9.1,10.3
Martinique,Testicular cancer,0.0,0.0
Mauritania,Testicular cancer,0.37,0.28
Mauritius,Testicular cancer,1.3,1.4
Mexico,Testicular cancer,5.1,5.6
Mongolia,Testicular cancer,0.54,0.54
Moldova,Testicular cancer,1.9,2.1
Montenegro,Testicular cancer,6.8,7.1
Morocco,Testicular cancer,0.79,0.83
Mozambique,Testicular cancer,0.22,0.19
Oman,Testicular cancer,0.67,1.0
Namibia,Testicular cancer,0.95,0.78
Nepal,Testicular cancer,0.18,0.19
Netherlands,Testicular cancer,9.7,9.4
New Caledonia,Testicular cancer,3.1,3.4
Vanuatu,Testicular cancer,1.5,1.2
New Zealand,Testicular cancer,7.2,7.4
Nicaragua,Testicular cancer,2.1,2.2
Niger,Testicular cancer,0.59,0.23
Nigeria,Testicular cancer,1.4,0.89
Norway,Testicular cancer,11.3,12.2
Pakistan,Testicular cancer,0.7,0.73
Panama,Testicular cancer,1.5,1.6
Papua New Guinea,Testicular cancer,1.1,1.1
Paraguay,Testicular cancer,6.4,7.0
Peru,Testicular cancer,3.9,4.2
Philippines,Testicular cancer,0.77,0.75
Poland,Testicular cancer,8.4,8.6
Portugal,Testicular cancer,6.3,6.1
Guinea-Bissau,Testicular cancer,0.0,0.0
Timor-Leste,Testicular cancer,0.49,0.58
Puerto Rico,Testicular cancer,3.1,3.1
Qatar,Testicular cancer,0.45,0.85
Reunion,Testicular cancer,2.4,2.3
Romania,Testicular cancer,3.8,3.7
Russia,Testicular cancer,2.1,2.4
Rwanda,Testicular cancer,0.44,0.34
St. Lucia,Testicular cancer,0.0,0.0
Sao Tome and Principe,Testicular cancer,0.0,0.0
Saudi Arabia,Testicular cancer,0.8,0.97
Senegal,Testicular cancer,0.22,0.15
Serbia,Testicular cancer,8.1,8.5
Sierra Leone,Testicular cancer,0.0,0.0
Singapore,Testicular cancer,2.2,2.2
Slovakia,Testicular cancer,13.2,14.5
Vietnam,Testicular cancer,0.51,0.53
Slovenia,Testicular cancer,13.0,12.2
Somalia,Testicular cancer,0.37,0.27
South Africa,Testicular cancer,0.7,0.75
Zimbabwe,Testicular cancer,0.2,0.15
Spain,Testicular cancer,7.0,6.6
South Sudan,Testicular cancer,0.39,0.28
Sudan,Testicular cancer,0.66,0.47
Suriname,Testicular cancer,1.5,1.7
Eswatini,Testicular cancer,0.0,0.0
Sweden,Testicular cancer,7.5,7.6
Switzerland,Testicular cancer,10.3,11.0
Syria,Testicular cancer,2.0,2.1
Tajikistan,Testicular cancer,0.43,0.44
Thailand,Testicular cancer,0.63,0.68
Togo,Testicular cancer,0.38,0.3
Trinidad and Tobago,Testicular cancer,1.6,1.7
United Arab Emirates,Testicular cancer,0.57,0.61
Tunisia,Testicular cancer,0.68,0.72
Türkiye,Testicular cancer,3.8,4.1
Turkmenistan,Testicular cancer,2.0,2.0
Uganda,Testicular cancer,0.45,0.26
Ukraine,Testicular cancer,1.9,2.3
North Macedonia,Testicular cancer,7.0,7.4
Egypt,Testicular cancer,0.61,0.57
United Kingdom,Testicular cancer,6.7,7.1
Tanzania,Testicular cancer,0.29,0.16
United States,Testicular cancer,5.5,5.7
Burkina Faso,Testicular cancer,0.25,0.24
Uruguay,Testicular cancer,6.5,7.0
Uzbekistan,Testicular cancer,1.7,1.7
Venezuela,Testicular cancer,2.5,2.6
Samoa,Testicular cancer,3.9,3.8
Yemen,Testicular cancer,0.2,0.18
Zambia,Testicular cancer,0.26,0.19
"Micronesia, Fed. Sts.",Testicular cancer,0.0,0.0
Afghanistan,Thyroid cancer,1.0,0.67
Albania,Thyroid cancer,1.1,1.6
Algeria,Thyroid cancer,5.4,5.6
Angola,Thyroid cancer,0.73,0.31
Azerbaijan,Thyroid cancer,2.9,3.5
Argentina,Thyroid cancer,8.0,9.2
Australia,Thyroid cancer,11.0,14.5
Austria,Thyroid cancer,7.0,9.8
Bahamas,Thyroid cancer,4.4,5.2
Bahrain,Thyroid cancer,2.7,2.2
Bangladesh,Thyroid cancer,0.99,1.0
Armenia,Thyroid cancer,3.8,6.1
Barbados,Thyroid cancer,3.4,6.3
Belgium,Thyroid cancer,6.9,9.4
Bhutan,Thyroid cancer,0.84,0.76
Bolivia,Thyroid cancer,2.1,2.1
Bosnia and Herzegovina,Thyroid cancer,2.9,4.4
Botswana,Thyroid cancer,0.47,0.37
Brazil,Thyroid cancer,11.8,14.6
Belize,Thyroid cancer,3.1,2.7
Solomon Islands,Thyroid cancer,8.3,6.0
Brunei Darussalam,Thyroid cancer,6.3,7.2
Bulgaria,Thyroid cancer,4.4,6.0
Myanmar,Thyroid cancer,2.9,3.1
Burundi,Thyroid cancer,1.3,0.61
Belarus,Thyroid cancer,9.0,11.8
Cambodia,Thyroid cancer,4.7,4.2
Cameroon,Thyroid cancer,0.75,0.42
Canada,Thyroid cancer,10.7,14.5
Cabo Verde,Thyroid cancer,0.6,0.53
Central African Republic,Thyroid cancer,1.3,0.6
Sri Lanka,Thyroid cancer,6.7,7.9
Chad,Thyroid cancer,5.1,2.7
Chile,Thyroid cancer,4.5,5.8
China,Thyroid cancer,24.6,33.0
Colombia,Thyroid cancer,8.1,9.5
Comoros,Thyroid cancer,0.54,0.33
Congo Republic,Thyroid cancer,0.45,0.24
DR Congo,Thyroid cancer,0.85,0.42
Costa Rica,Thyroid cancer,13.8,16.9
Croatia,Thyroid cancer,14.0,19.2
Cuba,Thyroid cancer,4.3,6.2
Cyprus,Thyroid cancer,31.8,40.7
Czechia,Thyroid cancer,9.0,12.7
Benin,Thyroid cancer,0.62,0.38
Denmark,Thyroid cancer,8.0,11.6
Dominican Republic,Thyroid cancer,2.3,2.5
Ecuador,Thyroid cancer,6.7,7.1
El Salvador,Thyroid cancer,2.4,2.4
Ethiopia,Thyroid cancer,3.8,2.6
Eritrea,Thyroid cancer,3.3,2.3
Estonia,Thyroid cancer,4.1,6.9
Fiji,Thyroid cancer,8.7,8.8
Finland,Thyroid cancer,8.1,12.0
France,Thyroid cancer,11.0,14.7
French Guiana,Thyroid cancer,4.2,4.1
French Polynesia,Thyroid cancer,16.9,21.5
Djibouti,Thyroid cancer,3.0,2.6
Gabon,Thyroid cancer,0.68,0.51
Georgia,Thyroid cancer,4.6,6.2
Gambia,Thyroid cancer,0.42,0.31
Palestine,Thyroid cancer,4.9,4.1
Germany,Thyroid cancer,5.6,7.8
Ghana,Thyroid cancer,0.57,0.41
Greece,Thyroid cancer,5.7,9.9
Guadeloupe,Thyroid cancer,4.3,5.8
Guam,Thyroid cancer,6.5,7.6
Guatemala,Thyroid cancer,3.7,2.9
Guinea,Thyroid cancer,0.48,0.28
Guyana,Thyroid cancer,0.85,0.88
Haiti,Thyroid cancer,1.2,1.1
Honduras,Thyroid cancer,4.8,4.3
Hungary,Thyroid cancer,16.3,19.1
Iceland,Thyroid cancer,6.9,9.6
India,Thyroid cancer,1.5,1.6
Indonesia,Thyroid cancer,4.5,4.9
Iran,Thyroid cancer,4.0,4.6
Iraq,Thyroid cancer,4.7,3.8
Ireland,Thyroid cancer,5.3,7.0
Israel,Thyroid cancer,12.3,13.5
Italy,Thyroid cancer,10.0,14.9
Cote d'Ivoire,Thyroid cancer,0.78,0.49
Jamaica,Thyroid cancer,3.1,3.7
Japan,Thyroid cancer,6.7,13.1
Kazakhstan,Thyroid cancer,2.8,3.1
Jordan,Thyroid cancer,5.6,5.1
Kenya,Thyroid cancer,1.5,0.79
North Korea,Thyroid cancer,3.3,4.2
South Korea,Thyroid cancer,23.2,34.4
Kuwait,Thyroid cancer,4.8,5.7
Kyrgyz Republic,Thyroid cancer,1.7,1.6
Laos,Thyroid cancer,4.9,4.5
Lebanon,Thyroid cancer,5.6,6.4
Lesotho,Thyroid cancer,0.33,0.23
Latvia,Thyroid cancer,8.2,12.7
Liberia,Thyroid cancer,0.74,0.47
Libya,Thyroid cancer,3.2,3.1
Lithuania,Thyroid cancer,8.8,12.6
Luxembourg,Thyroid cancer,7.6,9.5
Madagascar,Thyroid cancer,1.0,0.65
Malawi,Thyroid cancer,1.2,0.58
Malaysia,Thyroid cancer,2.3,2.6
Maldives,Thyroid cancer,2.7,3.1
Mali,Thyroid cancer,2.1,0.98
Malta,Thyroid cancer,12.3,17.1
Martinique,Thyroid cancer,5.7,8.6
Mauritania,Thyroid cancer,1.1,0.71
Mauritius,Thyroid cancer,1.6,2.2
Mexico,Thyroid cancer,7.9,8.7
Mongolia,Thyroid cancer,1.3,1.3
Moldova,Thyroid cancer,7.4,9.6
Montenegro,Thyroid cancer,4.1,5.4
Morocco,Thyroid cancer,6.8,7.6
Mozambique,Thyroid cancer,0.84,0.54
Oman,Thyroid cancer,3.8,4.0
Namibia,Thyroid cancer,1.2,0.95
Nepal,Thyroid cancer,2.5,2.4
Netherlands,Thyroid cancer,4.1,5.9
New Caledonia,Thyroid cancer,14.4,18.2
Vanuatu,Thyroid cancer,9.0,6.8
New Zealand,Thyroid cancer,6.7,8.9
Nicaragua,Thyroid cancer,4.0,4.0
Niger,Thyroid cancer,1.0,0.53
Nigeria,Thyroid cancer,1.0,0.51
Norway,Thyroid cancer,8.0,11.7
Pakistan,Thyroid cancer,1.6,1.4
Panama,Thyroid cancer,5.7,6.3
Papua New Guinea,Thyroid cancer,6.9,5.4
Paraguay,Thyroid cancer,6.7,6.7
Peru,Thyroid cancer,6.3,7.3
Philippines,Thyroid cancer,7.3,6.9
Poland,Thyroid cancer,5.4,8.2
Portugal,Thyroid cancer,15.6,22.3
Guinea-Bissau,Thyroid cancer,0.38,0.19
Timor-Leste,Thyroid cancer,1.4,1.1
Puerto Rico,Thyroid cancer,12.4,17.6
Qatar,Thyroid cancer,2.6,3.0
Reunion,Thyroid cancer,3.3,4.3
Romania,Thyroid cancer,6.2,9.1
Russia,Thyroid cancer,8.0,11.1
Rwanda,Thyroid cancer,0.9,0.62
St. Lucia,Thyroid cancer,4.5,5.4
Sao Tome and Principe,Thyroid cancer,0.0,0.0
Saudi Arabia,Thyroid cancer,6.6,7.3
Senegal,Thyroid cancer,1.1,0.65
Serbia,Thyroid cancer,3.5,5.5
Sierra Leone,Thyroid cancer,0.04,0.04
Singapore,Thyroid cancer,7.1,10.8
Slovakia,Thyroid cancer,3.4,6.4
Vietnam,Thyroid cancer,5.2,6.2
Slovenia,Thyroid cancer,8.5,12.3
Somalia,Thyroid cancer,2.8,1.6
South Africa,Thyroid cancer,2.2,2.1
Zimbabwe,Thyroid cancer,2.1,1.0
Spain,Thyroid cancer,8.3,11.2
South Sudan,Thyroid cancer,1.7,1.0
Sudan,Thyroid cancer,2.6,1.6
Suriname,Thyroid cancer,3.4,3.7
Eswatini,Thyroid cancer,0.66,0.34
Sweden,Thyroid cancer,6.8,9.2
Switzerland,Thyroid cancer,7.0,9.8
Syria,Thyroid cancer,4.4,4.3
Tajikistan,Thyroid cancer,0.34,0.25
Thailand,Thyroid cancer,3.4,4.9
Togo,Thyroid cancer,0.99,0.6
Trinidad and Tobago,Thyroid cancer,4.9,6.7
United Arab Emirates,Thyroid cancer,5.4,4.4
Tunisia,Thyroid cancer,2.5,3.0
Türkiye,Thyroid cancer,15.6,18.0
Turkmenistan,Thyroid cancer,1.3,1.3
Uganda,Thyroid cancer,1.8,0.74
Ukraine,Thyroid cancer,6.0,8.3
North Macedonia,Thyroid cancer,1.4,2.4
Egypt,Thyroid cancer,2.8,2.5
United Kingdom,Thyroid cancer,5.1,7.0
Tanzania,Thyroid cancer,1.3,0.63
United States,Thyroid cancer,12.1,15.6
Burkina Faso,Thyroid cancer,0.83,0.38
Uruguay,Thyroid cancer,8.5,10.2
Uzbekistan,Thyroid cancer,1.2,1.1
Venezuela,Thyroid cancer,3.4,3.8
Samoa,Thyroid cancer,9.9,8.4
Yemen,Thyroid cancer,2.3,1.7
Zambia,Thyroid cancer,0.84,0.33
"Micronesia, Fed. Sts.",Thyroid cancer,6.5,6.6
Afghanistan,Lung cancer,7.2,3.4
Albania,Lung cancer,25.3,50.2
Algeria,Lung cancer,11.3,11.1
Angola,Lung cancer,2.4,0.96
Azerbaijan,Lung cancer,19.4,22.8
Argentina,Lung cancer,19.9,28.3
Australia,Lung cancer,24.1,51.5
Austria,Lung cancer,27.2,59.7
Bahamas,Lung cancer,8.8,11.2
Bahrain,Lung cancer,10.1,5.0
Bangladesh,Lung cancer,8.8,7.7
Armenia,Lung cancer,29.0,48.1
Barbados,Lung cancer,9.4,19.8
Belgium,Lung cancer,32.7,74.0
Bhutan,Lung cancer,7.0,6.5
Bolivia,Lung cancer,8.5,9.7
Bosnia and Herzegovina,Lung cancer,36.1,75.0
Botswana,Lung cancer,3.6,2.6
Brazil,Lung cancer,14.6,20.5
Belize,Lung cancer,8.8,6.8
Solomon Islands,Lung cancer,6.2,3.9
Brunei Darussalam,Lung cancer,24.0,24.3
Bulgaria,Lung cancer,27.1,57.9
Myanmar,Lung cancer,16.1,16.1
Burundi,Lung cancer,3.4,1.4
Belarus,Lung cancer,26.0,48.8
Cambodia,Lung cancer,15.7,12.6
Cameroon,Lung cancer,3.1,1.4
Canada,Lung cancer,32.4,81.2
Cabo Verde,Lung cancer,2.2,1.6
Central African Republic,Lung cancer,2.0,0.92
Sri Lanka,Lung cancer,6.7,10.3
Chad,Lung cancer,2.0,0.91
Chile,Lung cancer,12.7,22.8
China,Lung cancer,40.8,75.1
Colombia,Lung cancer,10.1,14.0
Comoros,Lung cancer,1.8,0.99
Congo Republic,Lung cancer,1.4,0.69
DR Congo,Lung cancer,2.2,1.1
Costa Rica,Lung cancer,6.8,10.2
Croatia,Lung cancer,37.1,89.9
Cuba,Lung cancer,29.8,64.9
Cyprus,Lung cancer,27.0,51.1
Czechia,Lung cancer,23.7,57.7
Benin,Lung cancer,1.5,0.81
Denmark,Lung cancer,34.2,85.2
Dominican Republic,Lung cancer,12.8,14.7
Ecuador,Lung cancer,6.3,7.4
El Salvador,Lung cancer,4.7,5.9
Ethiopia,Lung cancer,3.7,2.1
Eritrea,Lung cancer,3.2,2.0
Estonia,Lung cancer,25.8,61.3
Fiji,Lung cancer,6.8,6.6
Finland,Lung cancer,19.2,55.2
France,Lung cancer,35.9,75.7
French Guiana,Lung cancer,15.0,13.7
French Polynesia,Lung cancer,40.0,54.2
Djibouti,Lung cancer,3.1,2.6
Gabon,Lung cancer,3.1,1.9
Georgia,Lung cancer,22.0,39.6
Gambia,Lung cancer,5.0,2.2
Palestine,Lung cancer,20.4,11.0
Germany,Lung cancer,28.1,73.9
Ghana,Lung cancer,2.5,1.6
Greece,Lung cancer,31.3,83.2
Guadeloupe,Lung cancer,12.3,26.5
Guam,Lung cancer,31.5,49.0
Guatemala,Lung cancer,3.8,2.9
Guinea,Lung cancer,3.2,1.7
Guyana,Lung cancer,4.3,4.7
Haiti,Lung cancer,6.1,4.8
Honduras,Lung cancer,6.7,5.1
Hungary,Lung cancer,47.6,103.2
Iceland,Lung cancer,26.9,56.8
India,Lung cancer,5.8,5.8
Indonesia,Lung cancer,13.4,13.9
Iran,Lung cancer,12.1,12.7
Iraq,Lung cancer,12.5,6.7
Ireland,Lung cancer,31.4,61.5
Israel,Lung cancer,22.6,33.7
Italy,Lung cancer,24.6,72.7
Cote d'Ivoire,Lung cancer,2.5,1.2
Jamaica,Lung cancer,14.0,18.3
Japan,Lung cancer,30.5,108.9
Kazakhstan,Lung cancer,19.7,23.1
Jordan,Lung cancer,14.3,10.2
Kenya,Lung cancer,3.4,1.6
North Korea,Lung cancer,38.4,56.8
South Korea,Lung cancer,26.2,61.1
Kuwait,Lung cancer,6.4,4.7
Kyrgyz Republic,Lung cancer,14.1,11.6
Laos,Lung cancer,17.6,12.9
Lebanon,Lung cancer,19.9,23.4
Lesotho,Lung cancer,4.2,3.1
Latvia,Lung cancer,23.5,55.1
Liberia,Lung cancer,2.7,1.7
Libya,Lung cancer,16.4,13.3
Lithuania,Lung cancer,24.2,56.1
Luxembourg,Lung cancer,25.7,56.0
Madagascar,Lung cancer,2.1,1.2
Malawi,Lung cancer,1.6,0.68
Malaysia,Lung cancer,15.1,16.6
Maldives,Lung cancer,12.4,8.7
Mali,Lung cancer,3.2,1.4
Malta,Lung cancer,19.2,51.1
Martinique,Lung cancer,9.0,24.1
Mauritania,Lung cancer,1.9,1.1
Mauritius,Lung cancer,8.4,14.7
Mexico,Lung cancer,5.4,6.3
Mongolia,Lung cancer,19.0,15.2
Moldova,Lung cancer,22.3,36.5
Montenegro,Lung cancer,36.7,66.7
Morocco,Lung cancer,20.4,23.4
Mozambique,Lung cancer,1.3,0.63
Oman,Lung cancer,5.2,3.0
Namibia,Lung cancer,5.8,3.4
Nepal,Lung cancer,9.3,8.0
Netherlands,Lung cancer,34.9,86.0
New Caledonia,Lung cancer,41.8,58.4
Vanuatu,Lung cancer,7.7,4.7
New Zealand,Lung cancer,27.3,57.1
Nicaragua,Lung cancer,5.4,4.9
Niger,Lung cancer,0.95,0.39
Nigeria,Lung cancer,1.7,0.77
Norway,Lung cancer,28.0,65.4
Pakistan,Lung cancer,6.0,4.1
Panama,Lung cancer,6.4,8.3
Papua New Guinea,Lung cancer,10.7,6.7
Paraguay,Lung cancer,12.7,12.5
Peru,Lung cancer,6.8,8.7
Philippines,Lung cancer,24.0,21.1
Poland,Lung cancer,36.5,80.5
Portugal,Lung cancer,23.9,60.7
Guinea-Bissau,Lung cancer,2.1,1.1
Timor-Leste,Lung cancer,10.2,6.7
Puerto Rico,Lung cancer,10.2,26.9
Qatar,Lung cancer,5.8,3.1
Reunion,Lung cancer,21.8,38.2
Romania,Lung cancer,30.3,61.6
Russia,Lung cancer,26.0,48.3
Rwanda,Lung cancer,2.8,1.7
St. Lucia,Lung cancer,9.7,14.1
Sao Tome and Principe,Lung cancer,12.7,7.0
Saudi Arabia,Lung cancer,4.3,3.4
Senegal,Lung cancer,2.7,1.5
Serbia,Lung cancer,40.4,79.5
Sierra Leone,Lung cancer,1.3,0.64
Singapore,Lung cancer,24.3,49.5
Slovakia,Lung cancer,22.6,48.4
Vietnam,Lung cancer,20.3,24.7
Slovenia,Lung cancer,34.2,83.2
Somalia,Lung cancer,3.5,1.6
South Africa,Lung cancer,18.1,15.6
Zimbabwe,Lung cancer,5.9,2.8
Spain,Lung cancer,27.8,64.3
South Sudan,Lung cancer,2.1,1.1
Sudan,Lung cancer,2.5,1.5
Suriname,Lung cancer,16.6,18.9
Eswatini,Lung cancer,4.1,2.5
Sweden,Lung cancer,17.4,43.5
Switzerland,Lung cancer,24.1,57.3
Syria,Lung cancer,17.8,13.6
Tajikistan,Lung cancer,5.4,3.5
Thailand,Lung cancer,18.1,33.5
Togo,Lung cancer,1.9,0.97
Trinidad and Tobago,Lung cancer,11.7,18.8
United Arab Emirates,Lung cancer,6.2,2.5
Tunisia,Lung cancer,20.1,25.8
Türkiye,Lung cancer,37.9,48.0
Turkmenistan,Lung cancer,9.5,8.1
Uganda,Lung cancer,3.0,1.2
Ukraine,Lung cancer,20.6,39.2
North Macedonia,Lung cancer,31.1,55.3
Egypt,Lung cancer,8.8,7.2
United Kingdom,Lung cancer,30.1,74.0
Tanzania,Lung cancer,2.5,1.3
United States,Lung cancer,31.9,67.5
Burkina Faso,Lung cancer,3.8,1.6
Uruguay,Lung cancer,29.7,50.1
Uzbekistan,Lung cancer,8.4,7.4
Venezuela,Lung cancer,15.9,18.7
Samoa,Lung cancer,33.3,26.7
Yemen,Lung cancer,4.1,2.5
Zambia,Lung cancer,3.0,1.2
"Micronesia, Fed. Sts.",Lung cancer,31.6,33.9
Afghanistan,Vaginal cancer,0.18,0.1
Albania,Vaginal cancer,0.62,1.2
Algeria,Vaginal cancer,0.21,0.22
Angola,Vaginal cancer,0.65,0.46
Azerbaijan,Vaginal cancer,0.03,0.04
Argentina,Vaginal cancer,0.32,0.45
Australia,Vaginal cancer,0.43,0.79
Austria,Vaginal cancer,0.33,0.83
Bahamas,Vaginal cancer,0.81,0.97
Bahrain,Vaginal cancer,0.0,0.0
Bangladesh,Vaginal cancer,0.31,0.29
Armenia,Vaginal cancer,0.28,0.51
Barbados,Vaginal cancer,0.0,0.0
Belgium,Vaginal cancer,0.44,0.9
Bhutan,Vaginal cancer,0.0,0.0
Bolivia,Vaginal cancer,0.49,0.47
Bosnia and Herzegovina,Vaginal cancer,0.35,0.84
Botswana,Vaginal cancer,0.6,0.56
Brazil,Vaginal cancer,0.28,0.42
Belize,Vaginal cancer,0.0,0.0
Solomon Islands,Vaginal cancer,0.35,0.28
Brunei Darussalam,Vaginal cancer,0.0,0.0
Bulgaria,Vaginal cancer,0.41,0.99
Myanmar,Vaginal cancer,0.21,0.24
Burundi,Vaginal cancer,0.43,0.22
Belarus,Vaginal cancer,0.24,0.48
Cambodia,Vaginal cancer,0.12,0.11
Cameroon,Vaginal cancer,0.59,0.34
Canada,Vaginal cancer,0.53,1.2
Cabo Verde,Vaginal cancer,0.0,0.0
Central African Republic,Vaginal cancer,0.21,0.12
Sri Lanka,Vaginal cancer,0.35,0.5
Chad,Vaginal cancer,0.43,0.19
Chile,Vaginal cancer,0.32,0.58
China,Vaginal cancer,0.23,0.39
Colombia,Vaginal cancer,0.51,0.7
Comoros,Vaginal cancer,0.0,0.0
Congo Republic,Vaginal cancer,0.29,0.17
